Dataset,Familia,Combinacion,n_rows,MAE,RMSE,DTW,SNR,LSD,COHERENCE_MEAN
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | aew | ica,120,0.19005979452320712,0.4714397813328147,2.72503489993399,7.011950322581711,2.412473499154225,0.8754198430886295
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | aew | linear,120,0.07438530404600155,0.20494544842379964,1.4357256955209856,15.960255810126553,2.2329168580850913,0.9670385694517658
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | aew | rbfi_tps,120,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | aew | spherical_spline,120,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | epsilon_ball | ica,120,0.19005979452320712,0.4714397813328147,2.72503489993399,7.011950322581711,2.412473499154225,0.8754198430886295
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | epsilon_ball | linear,120,0.07438530404600155,0.20494544842379964,1.4357256955209856,15.960255810126553,2.2329168580850913,0.9670385694517658
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | epsilon_ball | rbfi_tps,120,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | epsilon_ball | spherical_spline,120,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | kalofolias | ica,120,0.19005979452320712,0.4714397813328147,2.72503489993399,7.011950322581711,2.412473499154225,0.8754198430886295
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | kalofolias | linear,120,0.07438530404600155,0.20494544842379964,1.4357256955209856,15.960255810126553,2.2329168580850913,0.9670385694517658
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | kalofolias | rbfi_tps,120,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | kalofolias | spherical_spline,120,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k3 | ica,60,0.19005979452320712,0.4714397813328147,2.72503489993399,7.011950322581711,2.412473499154225,0.8754198430886295
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k3 | linear,60,0.07438530404600155,0.20494544842379964,1.4357256955209856,15.960255810126553,2.2329168580850913,0.9670385694517658
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k3 | rbfi_tps,60,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k3 | spherical_spline,60,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k5 | ica,60,0.19005979452320712,0.4714397813328147,2.72503489993399,7.011950322581711,2.412473499154225,0.8754198430886295
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k5 | linear,60,0.07438530404600155,0.20494544842379964,1.4357256955209856,15.960255810126553,2.2329168580850913,0.9670385694517658
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k5 | rbfi_tps,60,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k5 | spherical_spline,60,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k7 | ica,60,0.19005979452320712,0.4714397813328147,2.72503489993399,7.011950322581711,2.412473499154225,0.8754198430886295
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k7 | linear,60,0.07438530404600155,0.20494544842379964,1.4357256955209856,15.960255810126553,2.2329168580850913,0.9670385694517658
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k7 | rbfi_tps,60,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k7 | spherical_spline,60,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k9 | ica,60,0.19005979452320712,0.4714397813328147,2.72503489993399,7.011950322581711,2.412473499154225,0.8754198430886295
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k9 | linear,60,0.07438530404600155,0.20494544842379964,1.4357256955209856,15.960255810126553,2.2329168580850913,0.9670385694517658
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k9 | rbfi_tps,60,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knn__k9 | spherical_spline,60,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knng | ica,240,0.19005979452320712,0.4714397813328147,2.72503489993399,7.011950322581711,2.412473499154225,0.8754198430886295
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knng | linear,240,0.07438530404600155,0.20494544842379964,1.4357256955209856,15.960255810126553,2.2329168580850913,0.9670385694517658
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knng | rbfi_tps,240,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | knng | spherical_spline,240,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | nnk | ica,120,0.19005979452320712,0.4714397813328147,2.72503489993399,7.011950322581711,2.412473499154225,0.8754198430886295
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | nnk | linear,120,0.07438530404600155,0.20494544842379964,1.4357256955209856,15.960255810126553,2.2329168580850913,0.9670385694517658
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | nnk | rbfi_tps,120,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | nnk | spherical_spline,120,0.09431890887027641,0.24799478697586835,1.7353478362789538,13.580809671120168,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | vknng | ica,180,0.19005979452320712,0.4714397813328148,2.72503489993399,7.011950322581711,2.412473499154225,0.8754198430886295
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | vknng | linear,180,0.07438530404600155,0.2049454484237996,1.4357256955209856,15.960255810126553,2.232916858085091,0.9670385694517658
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | vknng | rbfi_tps,180,0.09431890887027641,0.24799478697586835,1.7353478362789536,13.580809671120166,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,Baseline,bci_iv2a_real_s3 | vknng | spherical_spline,180,0.09431890887027641,0.24799478697586835,1.7353478362789536,13.580809671120166,2.261804549207683,0.9502819285060004
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | aew | bgsrp,120,0.1763166457066097,0.6588840853269908,3.1370218322437364,11.484282557720132,2.321632156725267,0.8660445233689982
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | aew | idw,120,0.09431890887027641,0.24799478697586835,1.7353478362789536,13.580809671120168,2.261804549207683,0.9502819285060002
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | aew | sobolev,120,0.49578356135455437,0.6531703617739506,4.656326097123476,3.7536361722877847,2.419278789411171,0.873290929241419
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | aew | tikhonov,120,4.982496135608553e+61,8.735923147163279e+62,1.863077077986909e+63,-83.22784349499946,13.518740036051396,0.8936473147552187
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | epsilon_ball | bgsrp,120,0.09482077878892076,0.24819261235907925,1.726952191641864,13.55113247739846,2.2595936490844863,0.9508781146037418
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | epsilon_ball | idw,120,0.09431890887027641,0.24799478697586835,1.7353478362789536,13.580809671120168,2.261804549207683,0.9502819285060002
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | epsilon_ball | sobolev,120,0.5602238164421236,0.7015182314193901,5.421987799051251,3.151164466679684,2.267064614678312,0.7742147190674822
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | epsilon_ball | tikhonov,120,0.2925279924052259,0.39577104020055576,2.9622419245036933,9.109557917191694,2.1821494900874217,0.849966493484077
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | kalofolias | bgsrp,120,0.09577394375311093,0.2504928342842046,1.744876716591737,13.447740109658646,2.259587863342221,0.9499144704266483
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | kalofolias | idw,120,0.09431890887027641,0.24799478697586835,1.7353478362789536,13.580809671120168,2.261804549207683,0.9502819285060002
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | kalofolias | sobolev,120,0.5604967761742607,0.7018742106873248,5.42281295363336,3.1470879885046017,2.2695181574448053,0.7731902922618367
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | kalofolias | tikhonov,120,0.3632829892760225,0.4859632524766679,3.433141614382316,7.359003670546291,2.1491964894584767,0.7859757867017018
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k3 | bgsrp,60,0.09946196960915316,0.26158210698625745,1.8126776610873108,13.044270166580684,2.2689869747795144,0.9463266638783107
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k3 | idw,60,0.09431890887027641,0.24799478697586835,1.7353478362789536,13.580809671120168,2.261804549207683,0.9502819285060002
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k3 | sobolev,60,0.551219382370912,0.6900033213321601,5.391201111361541,3.2828341648641444,2.3043522291642207,0.8059661041548452
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k3 | tikhonov,60,0.1783551208639623,0.28712683776216374,2.121819679101661,11.994951035426615,2.2396282884602843,0.9231411370688487
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k5 | bgsrp,60,0.10056514041058466,0.26117029954289256,1.8295052178724356,12.916221114247161,2.271657302480883,0.9468438744548603
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k5 | idw,60,0.09431890887027641,0.24799478697586835,1.7353478362789536,13.580809671120168,2.261804549207683,0.9502819285060002
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k5 | sobolev,60,0.5565952766639201,0.6967562678573749,5.410959847262889,3.2042974268527127,2.286189624316364,0.7870204138190864
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k5 | tikhonov,60,0.21386123047162917,0.31378533407770876,2.3614146136040928,11.10295266059646,2.2204696309970537,0.9049737720733819
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k7 | bgsrp,60,0.09106446958400002,0.23437915879294063,1.6839576425520693,13.846244513707221,2.2558613215365115,0.9563320374218729
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k7 | idw,60,0.09431890887027641,0.24799478697586835,1.7353478362789536,13.580809671120168,2.261804549207683,0.9502819285060002
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k7 | sobolev,60,0.5584033308040464,0.6990846668002781,5.4164643299423885,3.177917525972816,2.2828815249455725,0.780131410203055
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k7 | tikhonov,60,0.23571009518084807,0.33218742906955445,2.53052951156347,10.557327839430835,2.216461546832485,0.8895868670455945
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k9 | bgsrp,60,0.09670375152692513,0.2542086762389558,1.7519229379231247,13.309767407715528,2.2630940728952096,0.9491013452182808
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k9 | idw,60,0.09431890887027641,0.24799478697586835,1.7353478362789536,13.580809671120168,2.261804549207683,0.9502819285060002
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k9 | sobolev,60,0.5592059554040645,0.7001534185701269,5.419125765968106,3.165906127995108,2.2752772278033286,0.7774059506962859
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knn__k9 | tikhonov,60,0.25254839909427307,0.3483776477100856,2.6669320782446975,10.092913386615724,2.202739556677025,0.8783595760851287
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knng | bgsrp,240,0.09763838730322275,0.254678418077087,1.7847045456497816,13.212751490278938,2.2663731433941057,0.9489573099083386
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knng | idw,240,0.09431890887027641,0.24799478697586835,1.7353478362789536,13.580809671120168,2.261804549207683,0.9502819285060002
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knng | sobolev,240,0.5543593430524475,0.6939618943304934,5.40245659998209,3.2369708206384544,2.2944439018975946,0.7947710080829579
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | knng | tikhonov,240,0.20157039184510048,0.3050566096678977,2.283895870842721,11.41254564272013,2.2290469386875267,0.9102107283141686
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | nnk | bgsrp,120,0.11077797136054625,0.29467445261158765,1.9600957774681873,12.285363642487399,2.291544352302945,0.9338360828297562
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | nnk | idw,120,0.09431890887027641,0.24799478697586835,1.7353478362789536,13.580809671120168,2.261804549207683,0.9502819285060002
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | nnk | sobolev,120,0.5318085687975214,0.6674701113148747,5.245858348509005,3.555448742893126,2.3520845931837955,0.865082496590216
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | nnk | tikhonov,120,0.13918752041256374,0.2773340154511134,1.8956069703800233,12.74399798726977,2.2529441508922807,0.9322640654482046
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | vknng | bgsrp,180,0.10884331540049395,0.28835856375614105,1.950553149940352,12.332787370749662,2.283408400661971,0.9381263529008728
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | vknng | idw,180,0.09431890887027641,0.24799478697586835,1.7353478362789536,13.58080967112017,2.261804549207683,0.9502819285060002
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | vknng | sobolev,180,0.5449046151109034,0.6822109943777944,5.358823284599955,3.3753846959176914,2.3251410594359014,0.8282414848457894
bci_iv2a_real_s3,GSP Instantáneo,bci_iv2a_real_s3 | vknng | tikhonov,180,0.15938807673277774,0.27843832530945894,2.013725389117808,12.390116140551608,2.249254570164727,0.9300044843886296
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | aew | temporal_laplacian,120,0.11931834983085053,0.3095380961321778,1.9877018484872815,11.047225106231025,2.3494312650436395,0.9254256621042558
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | aew | trss,120,0.19336209510446073,0.4776859275576308,2.751371102616554,6.836004844589893,2.41580201592421,0.8726975455052167
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | aew | tv,120,1.8132904712259191e+59,3.510033705828001e+60,6.752919935712826e+60,-54.64775448016857,10.340864548087378,0.9286123651156382
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | epsilon_ball | temporal_laplacian,120,0.09013885650179845,0.23744162815746497,1.6741337740831002,14.026989316548297,2.2612253972876433,0.9534006359268479
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | epsilon_ball | trss,120,0.07523089522083959,0.19896593875293114,1.4461960988536675,15.782485165148929,2.2399511697218615,0.9645097588621608
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | epsilon_ball | tv,120,0.09429316062811335,0.2479187821144942,1.7347987049807791,13.586740605128913,2.261693442485028,0.9502971476088079
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | kalofolias | temporal_laplacian,120,0.13801930260409953,0.3630942726486508,2.3691648168992194,10.151980877661295,2.330925282076703,0.9110100770227673
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | kalofolias | trss,120,0.11617600646379823,0.3004108678363753,2.036287397671494,11.979095128028147,2.3058028407552174,0.9336903915079977
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | kalofolias | tv,120,0.09432524141640261,0.2480020855050454,1.7354786576822037,13.579379861897959,2.261842790157449,0.9502835234683457
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k3 | temporal_laplacian,60,0.09396721645993754,0.241822135695997,1.7189478225608368,13.51337731285779,2.290463446217886,0.9519560530803062
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k3 | trss,60,0.0880927223504751,0.22824084955981505,1.6667879971195205,14.205304838022094,2.270495568580992,0.9553931579721484
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k3 | tv,60,0.09431799290665085,0.24799570473824387,1.7355522373178027,13.58488111535423,2.2609694622367558,0.9502775112043171
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k5 | temporal_laplacian,60,0.09482574496561916,0.24399703418552943,1.7717896872467553,13.44941915309145,2.2805071872834985,0.9519591244711417
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k5 | trss,60,0.08580850360870122,0.22213667512651816,1.6314472066248222,14.471693462598193,2.264996953749383,0.9584229294669944
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k5 | tv,60,0.09435243311082206,0.2480450173859355,1.7361143382135515,13.57892896696991,2.2611110617735357,0.9502743169052632
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k7 | temporal_laplacian,60,0.0923575407908525,0.23891809387879587,1.7041004211442174,13.762828724393097,2.270728648395561,0.9526142581264442
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k7 | trss,60,0.08127658557073773,0.21175651194126296,1.5509229255038215,15.026195454050553,2.257721918770818,0.9604510904239907
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k7 | tv,60,0.09432326955989587,0.24799567663428204,1.7354798174920043,13.583172620686781,2.2603946516826,0.9502754022473667
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k9 | temporal_laplacian,60,0.09234334361895194,0.24037189585453053,1.7066970704235458,13.802754927134451,2.2676454449134575,0.9518522447141364
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k9 | trss,60,0.07985022843933143,0.20942487018223221,1.5292182949976103,15.22661718661845,2.252536025995244,0.9609062072116017
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knn__k9 | tv,60,0.09432469863202105,0.24800505421917005,1.7355030355204533,13.583111838327028,2.2614252621221764,0.9502691524640163
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knng | temporal_laplacian,240,0.09377942966908667,0.24163984986407983,1.7284464383781615,13.559750625800032,2.283040682028708,0.9521213721895496
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knng | trss,240,0.08581763347009728,0.2225937215468528,1.6289865315919212,14.477124648173234,2.265927502420546,0.9574150839588206
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | knng | tv,240,0.09432792212100491,0.24800802587417634,1.7356746575852904,13.582965954591288,2.2608611594824115,0.950276185390316
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | nnk | temporal_laplacian,120,0.09522621619558226,0.24831976008742435,1.726837322444839,13.385423774744407,2.2975171006739634,0.9497512203817344
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | nnk | trss,120,0.08466688331367708,0.2264592738495643,1.5582496019307408,14.8610716515764,2.252195195425339,0.953657760373526
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | nnk | tv,120,0.09412753074265975,0.24872832531724537,1.728667100190861,13.648627096130456,2.2614425780598357,0.9497549336902779
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | vknng | temporal_laplacian,180,0.0952570529599332,0.24328078089312877,1.7490595762502998,13.326667844355395,2.2926922102471328,0.951973115425097
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | vknng | trss,180,0.09208915456318997,0.23552169672244097,1.7309324929437517,13.774736012823183,2.2728542422385227,0.9542870878409322
bci_iv2a_real_s3,TV/Tiempo,bci_iv2a_real_s3 | vknng | tv,180,0.09434689095860407,0.24800494315890229,1.7361494924629974,13.580454561160726,2.2607896499862683,0.9502935101722534
iris_graph_signal,Baseline,iris_graph_signal | aew | ica,60,0.19600239162454622,0.446483739926877,2.6071132593454087,7.942683566459032,3.3475983592254455,
iris_graph_signal,Baseline,iris_graph_signal | aew | linear,60,0.22741211369605135,0.553006472041697,3.522632517800201,7.060247481032437,3.4005221103089274,
iris_graph_signal,Baseline,iris_graph_signal | aew | rbfi_tps,60,3.2451634357984847,8.102929472173,75.03284823218114,-7.5848799748893105,4.189288077336272,
iris_graph_signal,Baseline,iris_graph_signal | aew | spherical_spline,60,0.1892763462254073,0.4705468152729948,2.707532230943481,8.703384694622777,3.3040534383631504,
iris_graph_signal,Baseline,iris_graph_signal | epsilon_ball | ica,60,0.19600239162454622,0.446483739926877,2.6071132593454087,7.942683566459032,3.3475983592254455,
iris_graph_signal,Baseline,iris_graph_signal | epsilon_ball | linear,60,0.22741211369605135,0.553006472041697,3.522632517800201,7.060247481032437,3.4005221103089274,
iris_graph_signal,Baseline,iris_graph_signal | epsilon_ball | rbfi_tps,60,3.2451634357984847,8.102929472173,75.03284823218114,-7.5848799748893105,4.189288077336272,
iris_graph_signal,Baseline,iris_graph_signal | epsilon_ball | spherical_spline,60,0.1892763462254073,0.4705468152729948,2.707532230943481,8.703384694622777,3.3040534383631504,
iris_graph_signal,Baseline,iris_graph_signal | kalofolias | ica,60,0.19600239162454622,0.446483739926877,2.6071132593454087,7.942683566459032,3.3475983592254455,
iris_graph_signal,Baseline,iris_graph_signal | kalofolias | linear,60,0.22741211369605135,0.553006472041697,3.522632517800201,7.060247481032437,3.4005221103089274,
iris_graph_signal,Baseline,iris_graph_signal | kalofolias | rbfi_tps,60,3.2451634357984847,8.102929472173,75.03284823218114,-7.5848799748893105,4.189288077336272,
iris_graph_signal,Baseline,iris_graph_signal | kalofolias | spherical_spline,60,0.1892763462254073,0.4705468152729948,2.707532230943481,8.703384694622777,3.3040534383631504,
iris_graph_signal,Baseline,iris_graph_signal | nnk | ica,60,0.19600239162454622,0.446483739926877,2.6071132593454087,7.942683566459032,3.3475983592254455,
iris_graph_signal,Baseline,iris_graph_signal | nnk | linear,60,0.22741211369605135,0.553006472041697,3.522632517800201,7.060247481032437,3.4005221103089274,
iris_graph_signal,Baseline,iris_graph_signal | nnk | rbfi_tps,60,3.2451634357984847,8.102929472173,75.03284823218114,-7.5848799748893105,4.189288077336272,
iris_graph_signal,Baseline,iris_graph_signal | nnk | spherical_spline,60,0.1892763462254073,0.4705468152729948,2.707532230943481,8.703384694622777,3.3040534383631504,
iris_graph_signal,Baseline,iris_graph_signal | vknng | ica,90,0.19600239162454622,0.44648373992687695,2.6071132593454087,7.9426835664590305,3.347598359225446,
iris_graph_signal,Baseline,iris_graph_signal | vknng | linear,90,0.22741211369605135,0.5530064720416971,3.5226325178002007,7.060247481032437,3.4005221103089274,
